respondent_id,true_persona,age,age_group,gender,locality,occupation,monthly_income_inr,income_bracket,household_size_bracket,ever_sent_homecooked_food,segment,heard_of_freeze_dry,used_freeze_dry_before,brand_used,frequency_sending_food,method_no_preservation,method_freeze_athome,method_vacuum_self,method_freezedry_service,method_none,dish_dal,dish_rice_biryani,dish_rotis,dish_sabzi,dish_nonveg_curry,dish_sweets_snacks,dish_pickles_chutneys,occasion_abroad_family,occasion_own_travel,occasion_festival_gifting,occasion_emergency_stock,occasion_elderly_parents,channel_instagram,channel_google,channel_referral,channel_kirana_partner,channel_college_rwa,channel_influencer,packaging_pref,taste_importance,price_importance,shelf_life_importance,hygiene_importance,convenience_importance,brand_trust_importance,variety_importance,speed_importance,likelihood_to_use,likely_to_use,max_price_per_kg_inr,price_bracket,min_order_qty_kg,qty_bracket,monthly_spend_inr,spend_bracket,willing_pay_extra_speed,would_recommend
R0433,Convenience_Family,18,Under 25,Male,Kukatpally,Self-employed / Business owner,25600.0,"Below Rs 50,000",3-4,Yes,NRI_Family,No,No,,Rarely (once or twice a year),1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,"Sealed pouches (lightweight, compact)",4,3,3,4,4,4,4,4,5,Yes,665.0,Above Rs 600,3.4,3-5 kg,340.0,Below Rs 500,No,No
R0434,Skeptical_LowIntent,21,Under 25,Female,Ameerpet,Salaried / Employed,47000.0,"Below Rs 50,000",3-4,Yes,Traveler_Student,No,No,,Never,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Jars/containers (reusable),2,4,2,4,3,2,1,4,3,No,288.0,Below Rs 300,1.4,1-2 kg,100.0,Below Rs 500,Maybe,No
R0435,NRI_Quality,52,45-54,Female,Banjara Hills,Salaried / Employed,154100.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Neither,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",5,2,5,5,4,4,4,4,4,Yes,900.0,Above Rs 600,6.0,6-10 kg,2320.0,"Rs 1,501-3,000",Yes,Yes
R0436,NRI_Quality,36,35-44,Female,Secunderabad,Salaried / Employed,197600.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,No strong preference,5,2,5,5,3,5,4,3,5,Yes,900.0,Above Rs 600,1.0,1-2 kg,350.0,Below Rs 500,No,Maybe
R0437,NRI_Quality,45,45-54,Male,Jubilee Hills,Salaried / Employed,168300.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,No strong preference,5,2,5,5,4,4,4,4,4,Yes,900.0,Above Rs 600,6.0,6-10 kg,2460.0,"Rs 1,501-3,000",No,Yes
R0438,Traveler_Budget,19,Under 25,Female,Secunderabad,Student,77900.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,No,,Never,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,"Sealed pouches (lightweight, compact)",3,5,3,4,4,3,3,5,4,Yes,548.0,Rs 501-600,7.3,6-10 kg,190.0,Below Rs 500,No,Yes
R0439,Convenience_Family,50,45-54,Female,Uppal,Salaried / Employed,51000.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,No strong preference,4,3,4,3,5,4,4,4,3,No,330.0,Rs 300-400,3.6,3-5 kg,490.0,Below Rs 500,Maybe,Maybe
R0440,Convenience_Family,37,35-44,Male,Secunderabad,Salaried / Employed,126200.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,"Sealed pouches (lightweight, compact)",4,4,4,4,4,4,4,5,4,Yes,684.0,Above Rs 600,3.8,3-5 kg,420.0,Below Rs 500,Maybe,Yes
R0441,Skeptical_LowIntent,38,35-44,Female,Madhapur,Homemaker,39100.0,"Below Rs 50,000",5-6,No,Neither,No,No,,Never,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",3,3,3,3,3,2,1,2,1,No,311.0,Rs 300-400,1.1,1-2 kg,100.0,Below Rs 500,Maybe,No
R0442,NRI_Quality,63,55 and above,Female,Kukatpally,Self-employed / Business owner,135500.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,Yes,Spice Up Foods,Rarely (once or twice a year),1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,"Sealed pouches (lightweight, compact)",5,2,5,5,4,5,5,3,4,Yes,778.0,Above Rs 600,8.3,6-10 kg,1030.0,"Rs 500-1,500",Maybe,Yes
R0443,Convenience_Family,50,45-54,Male,Miyapur,Self-employed / Business owner,89600.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,No strong preference,4,5,4,5,5,4,4,4,4,Yes,629.0,Above Rs 600,3.4,3-5 kg,410.0,Below Rs 500,No,Yes
R0444,NRI_Quality,39,35-44,Male,Kondapur,Retired,150000.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,Yes,Desi Khana,Occasionally (every 2-3 months),1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,Jars/containers (reusable),5,2,5,5,4,4,4,4,5,Yes,896.0,Above Rs 600,3.6,3-5 kg,1930.0,"Rs 1,501-3,000",Maybe,Yes
R0445,NRI_Quality,37,35-44,Female,Kondapur,Salaried / Employed,140300.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Neither,Yes,No,,Frequently (monthly or more),1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,"Sealed pouches (lightweight, compact)",5,2,5,5,3,5,4,3,4,Yes,797.0,Above Rs 600,6.6,6-10 kg,4730.0,"Rs 3,001-5,000",Maybe,Yes
R0446,Convenience_Family,35,35-44,Male,Secunderabad,Homemaker,57700.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,Yes,Yes,Dryfii,Rarely (once or twice a year),0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,Jars/containers (reusable),4,4,4,5,4,4,3,4,4,Yes,607.0,Above Rs 600,4.2,3-5 kg,400.0,Below Rs 500,Maybe,No
R0447,Skeptical_LowIntent,41,35-44,Male,Kukatpally,Salaried / Employed,30500.0,"Below Rs 50,000",7 or more,No,Neither,No,No,,Rarely (once or twice a year),0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,No strong preference,2,3,2,3,1,3,2,2,1,No,293.0,Below Rs 300,2.5,1-2 kg,100.0,Below Rs 500,Maybe,Maybe
R0448,Convenience_Family,37,35-44,Male,LB Nagar,Homemaker,114600.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,No,No,,Rarely (once or twice a year),1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,Jars/containers (reusable),4,4,4,4,5,3,3,4,1,No,663.0,Above Rs 600,3.2,3-5 kg,240.0,Below Rs 500,Maybe,Yes
R0449,NRI_Quality,38,35-44,Male,LB Nagar,Other,131100.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,"Sealed pouches (lightweight, compact)",4,3,4,4,5,4,4,5,4,Yes,696.0,Above Rs 600,5.5,3-5 kg,1840.0,"Rs 1,501-3,000",Yes,Yes
R0450,Convenience_Family,50,45-54,Male,Uppal,Homemaker,128000.0,"Rs 1,00,001 - 2,00,000",5-6,No,NRI_Family,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,No strong preference,4,4,4,5,4,3,3,4,4,Yes,706.0,Above Rs 600,6.4,6-10 kg,1680.0,"Rs 1,501-3,000",No,Maybe
R0451,NRI_Quality,41,35-44,Female,LB Nagar,Self-employed / Business owner,118200.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Occasionally (every 2-3 months),0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Jars/containers (reusable),4,1,5,5,3,5,5,3,4,Yes,900.0,Above Rs 600,6.4,6-10 kg,650.0,"Rs 500-1,500",Yes,Maybe
R0452,Skeptical_LowIntent,60,55 and above,Male,Manikonda,Homemaker,29700.0,"Below Rs 50,000",3-4,No,NRI_Family,No,No,,Never,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Sealed pouches (lightweight, compact)",1,4,3,3,2,2,3,2,1,No,281.0,Below Rs 300,2.9,1-2 kg,100.0,Below Rs 500,No,No
R0453,Convenience_Family,39,35-44,Male,Miyapur,Salaried / Employed,118900.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Rarely (once or twice a year),0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,No strong preference,4,3,4,5,5,4,4,4,3,No,680.0,Above Rs 600,5.5,3-5 kg,580.0,"Rs 500-1,500",Yes,Maybe
R0454,NRI_Quality,58,55 and above,Female,Madhapur,Self-employed / Business owner,102100.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Neither,Yes,No,,Frequently (monthly or more),1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,"Sealed pouches (lightweight, compact)",5,3,4,5,4,4,4,4,4,Yes,489.0,Rs 401-500,5.6,3-5 kg,2060.0,"Rs 1,501-3,000",No,Yes
R0455,NRI_Quality,45,45-54,Male,Begumpet,Homemaker,140600.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,Jars/containers (reusable),5,3,5,5,4,5,4,4,5,Yes,900.0,Above Rs 600,6.3,6-10 kg,6400.0,"Above Rs 5,000",Yes,Yes
R0456,NRI_Quality,51,45-54,Female,Begumpet,Other,90100.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,Yes,Spice Up Foods,Rarely (once or twice a year),0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,Jars/containers (reusable),5,3,5,5,4,4,4,4,3,No,614.0,Above Rs 600,5.8,3-5 kg,500.0,"Rs 500-1,500",Yes,Yes
R0457,Skeptical_LowIntent,27,25-34,Male,Gachibowli,Self-employed / Business owner,136200.0,"Rs 1,00,001 - 2,00,000",3-4,No,Neither,No,No,,Rarely (once or twice a year),1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",3,3,2,3,2,3,1,3,2,No,446.0,Rs 401-500,3.9,3-5 kg,240.0,Below Rs 500,No,Maybe
R0458,Traveler_Budget,22,Under 25,Male,Banjara Hills,Salaried / Employed,38200.0,"Below Rs 50,000",1-2,Yes,Traveler_Student,Yes,No,,Rarely (once or twice a year),1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,"Sealed pouches (lightweight, compact)",4,5,4,4,4,4,3,4,4,Yes,533.0,Rs 501-600,5.4,3-5 kg,530.0,"Rs 500-1,500",Yes,Yes
R0459,Skeptical_LowIntent,40,35-44,Male,Ameerpet,Homemaker,10000.0,"Below Rs 50,000",5-6,No,Neither,No,No,,Never,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,No strong preference,2,4,3,2,2,3,2,3,1,No,388.0,Rs 300-400,1.3,1-2 kg,100.0,Below Rs 500,No,No
R0460,Convenience_Family,46,45-54,Male,Kukatpally,Salaried / Employed,84400.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,No strong preference,3,4,4,5,5,4,4,3,2,No,821.0,Above Rs 600,5.6,3-5 kg,2110.0,"Rs 1,501-3,000",No,No
R0461,Convenience_Family,38,35-44,Male,,Salaried / Employed,52200.0,"Rs 50,000 - 1,00,000",5-6,No,Neither,No,No,,Rarely (once or twice a year),1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,No strong preference,4,4,4,4,4,5,4,4,3,No,455.0,Rs 401-500,6.7,6-10 kg,440.0,Below Rs 500,Yes,Yes
R0462,NRI_Quality,30,25-34,Female,Kukatpally,Salaried / Employed,139900.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,Jars/containers (reusable),5,3,5,5,4,4,4,3,4,Yes,638.0,Above Rs 600,3.3,3-5 kg,1040.0,"Rs 500-1,500",Yes,Yes
R0463,Skeptical_LowIntent,20,Under 25,Male,Jubilee Hills,Homemaker,134000.0,"Rs 1,00,001 - 2,00,000",3-4,No,Neither,No,No,,Occasionally (every 2-3 months),0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",3,3,2,2,2,2,1,1,2,No,409.0,Rs 401-500,3.3,3-5 kg,730.0,"Rs 500-1,500",No,No
R0464,Traveler_Budget,19,Under 25,Female,Banjara Hills,Salaried / Employed,44500.0,"Below Rs 50,000",1-2,Yes,Traveler_Student,Yes,No,,Rarely (once or twice a year),0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,"Sealed pouches (lightweight, compact)",3,5,3,4,5,3,3,4,3,No,431.0,Rs 401-500,5.4,3-5 kg,410.0,Below Rs 500,Yes,Maybe
R0465,Convenience_Family,24,Under 25,Female,Madhapur,Salaried / Employed,94700.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Jars/containers (reusable),3,4,5,4,5,3,3,5,3,No,364.0,Rs 300-400,5.6,3-5 kg,840.0,"Rs 500-1,500",Yes,Maybe
R0466,Convenience_Family,39,35-44,Male,Ameerpet,Salaried / Employed,26900.0,"Below Rs 50,000",3-4,Yes,Neither,No,No,,Rarely (once or twice a year),0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,"Sealed pouches (lightweight, compact)",4,4,4,4,5,4,3,4,3,No,485.0,Rs 401-500,4.4,3-5 kg,400.0,Below Rs 500,Maybe,Yes
R0467,Convenience_Family,47,45-54,Female,Miyapur,Homemaker,79600.0,"Rs 50,000 - 1,00,000",7 or more,No,NRI_Family,No,No,,Never,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,Jars/containers (reusable),4,4,3,4,5,4,4,5,3,No,636.0,Above Rs 600,10.0,6-10 kg,270.0,Below Rs 500,Maybe,Yes
R0468,Skeptical_LowIntent,35,35-44,Male,Secunderabad,Homemaker,51200.0,"Rs 50,000 - 1,00,000",3-4,No,NRI_Family,No,No,,Never,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",3,4,2,2,1,1,1,1,3,No,150.0,Below Rs 300,2.5,1-2 kg,100.0,Below Rs 500,Maybe,Maybe
R0469,NRI_Quality,22,Under 25,Male,LB Nagar,Salaried / Employed,83400.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,No,No,,Frequently (monthly or more),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,"Sealed pouches (lightweight, compact)",5,3,5,5,3,4,4,3,3,No,592.0,Rs 501-600,8.6,6-10 kg,4980.0,"Rs 3,001-5,000",Yes,Yes
R0470,Traveler_Budget,25,25-34,Male,Uppal,Salaried / Employed,83500.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,"Sealed pouches (lightweight, compact)",3,5,3,3,4,3,4,4,4,Yes,355.0,Rs 300-400,10.6,6-10 kg,2040.0,"Rs 1,501-3,000",No,Maybe
R0471,Traveler_Budget,25,25-34,Female,Miyapur,Student,47500.0,"Below Rs 50,000",3-4,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,"Sealed pouches (lightweight, compact)",3,5,4,4,4,4,4,4,4,Yes,422.0,Rs 401-500,7.8,6-10 kg,400.0,Below Rs 500,Yes,Yes
R0472,Traveler_Budget,36,35-44,Female,Gachibowli,Salaried / Employed,50500.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"Sealed pouches (lightweight, compact)",2,5,5,4,4,3,4,4,4,Yes,425.0,Rs 401-500,6.6,6-10 kg,1480.0,"Rs 500-1,500",No,Yes
R0473,NRI_Quality,29,25-34,Male,Manikonda,Self-employed / Business owner,101700.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,"Sealed pouches (lightweight, compact)",5,2,5,5,3,4,5,4,5,Yes,719.0,Above Rs 600,5.7,3-5 kg,4060.0,"Rs 3,001-5,000",Yes,Yes
R0474,NRI_Quality,38,35-44,Female,Gachibowli,Salaried / Employed,50900.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,Jars/containers (reusable),4,3,5,4,4,4,4,3,4,Yes,546.0,Rs 501-600,5.5,3-5 kg,2780.0,"Rs 1,501-3,000",Yes,Maybe
R0475,NRI_Quality,57,55 and above,Female,Gachibowli,Retired,72400.0,"Rs 50,000 - 1,00,000",1-2,Yes,Neither,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,"Sealed pouches (lightweight, compact)",5,2,5,5,4,4,4,3,5,Yes,900.0,Above Rs 600,7.8,6-10 kg,3850.0,"Rs 3,001-5,000",No,Maybe
R0476,Traveler_Budget,28,25-34,Male,Begumpet,Salaried / Employed,79600.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,Jars/containers (reusable),2,5,4,3,5,3,4,4,3,No,288.0,Below Rs 300,4.3,3-5 kg,160.0,Below Rs 500,No,Yes
R0477,Traveler_Budget,29,25-34,Female,Ameerpet,Student,23300.0,"Below Rs 50,000",7 or more,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,"Sealed pouches (lightweight, compact)",3,5,4,4,4,3,3,4,4,Yes,335.0,Rs 300-400,6.1,6-10 kg,1390.0,"Rs 500-1,500",No,Maybe
R0478,Convenience_Family,39,35-44,Female,Madhapur,Salaried / Employed,59500.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",4,3,4,5,5,4,3,4,3,No,679.0,Above Rs 600,3.5,3-5 kg,1040.0,"Rs 500-1,500",No,Maybe
R0479,Convenience_Family,41,35-44,Female,Kukatpally,Retired,68900.0,"Rs 50,000 - 1,00,000",1-2,Yes,Neither,No,No,,Frequently (monthly or more),1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,Jars/containers (reusable),4,4,5,5,5,3,4,4,3,No,694.0,Above Rs 600,1.0,1-2 kg,710.0,"Rs 500-1,500",Maybe,Maybe
R0480,Traveler_Budget,30,25-34,Prefer not to say,Jubilee Hills,Other,108800.0,"Rs 1,00,001 - 2,00,000",7 or more,No,Traveler_Student,No,No,,Frequently (monthly or more),0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,"Sealed pouches (lightweight, compact)",3,5,3,4,4,3,3,4,3,No,528.0,Rs 501-600,8.6,6-10 kg,5990.0,"Above Rs 5,000",No,Yes
R0481,Traveler_Budget,22,Under 25,Male,Begumpet,Student,73700.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,"Sealed pouches (lightweight, compact)",2,5,4,4,4,4,3,5,4,Yes,618.0,Above Rs 600,9.2,6-10 kg,2640.0,"Rs 1,501-3,000",Yes,Yes
R0482,NRI_Quality,50,45-54,Male,Manikonda,Self-employed / Business owner,93800.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,Yes,My Taste My Meal,Rarely (once or twice a year),1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Jars/containers (reusable),4,3,5,5,5,5,4,4,5,Yes,765.0,Above Rs 600,4.2,3-5 kg,600.0,"Rs 500-1,500",Yes,Maybe
R0483,Convenience_Family,27,25-34,Female,Kukatpally,Salaried / Employed,136200.0,"Rs 1,00,001 - 2,00,000",5-6,No,NRI_Family,Yes,Yes,Leela Instant Foods,Occasionally (every 2-3 months),0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,"Sealed pouches (lightweight, compact)",4,5,4,4,5,4,4,4,2,No,417.0,Rs 401-500,5.9,3-5 kg,780.0,"Rs 500-1,500",Yes,Yes
R0484,Traveler_Budget,28,25-34,Male,Banjara Hills,Student,40300.0,"Below Rs 50,000",,Yes,Traveler_Student,Yes,No,,Rarely (once or twice a year),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,No strong preference,4,5,4,4,5,3,4,4,4,Yes,470.0,Rs 401-500,2.5,1-2 kg,160.0,Below Rs 500,Yes,Yes
R0485,NRI_Quality,44,35-44,Male,Madhapur,Self-employed / Business owner,189900.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,Yes,No,,Rarely (once or twice a year),0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,"Sealed pouches (lightweight, compact)",4,2,5,5,3,4,5,3,5,Yes,750.0,Above Rs 600,5.5,3-5 kg,660.0,"Rs 500-1,500",,Yes
R0486,Traveler_Budget,23,Under 25,Prefer not to say,Banjara Hills,Salaried / Employed,31500.0,"Below Rs 50,000",3-4,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,"Sealed pouches (lightweight, compact)",3,5,4,3,4,3,3,4,4,Yes,485.0,Rs 401-500,6.2,6-10 kg,1640.0,"Rs 1,501-3,000",Yes,Yes
R0487,Traveler_Budget,26,25-34,Male,Madhapur,Homemaker,83200.0,"Rs 50,000 - 1,00,000",7 or more,Yes,Neither,Yes,No,,Occasionally (every 2-3 months),1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,Jars/containers (reusable),2,5,4,4,3,3,4,5,5,Yes,490.0,Rs 401-500,6.7,6-10 kg,1700.0,"Rs 1,501-3,000",Yes,Yes
R0488,NRI_Quality,36,35-44,Male,LB Nagar,Self-employed / Business owner,100400.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,Yes,Yes,Dryfii,Frequently (monthly or more),1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,"Sealed pouches (lightweight, compact)",5,3,5,5,4,5,4,2,4,Yes,582.0,Rs 501-600,5.7,3-5 kg,3750.0,"Rs 3,001-5,000",No,Yes
R0489,Convenience_Family,29,25-34,Female,Begumpet,Homemaker,53600.0,"Rs 50,000 - 1,00,000",7 or more,No,Neither,Yes,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,No strong preference,3,4,4,3,5,4,4,4,3,No,558.0,Rs 501-600,3.9,3-5 kg,1190.0,"Rs 500-1,500",Maybe,Maybe
R0490,Convenience_Family,35,35-44,Male,Secunderabad,Self-employed / Business owner,74100.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,No,No,,Frequently (monthly or more),0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",5,2,3,4,4,4,3,4,2,No,769.0,Above Rs 600,3.3,3-5 kg,2760.0,"Rs 1,501-3,000",Yes,No
R0491,Convenience_Family,29,25-34,Male,Miyapur,Self-employed / Business owner,90300.0,"Rs 50,000 - 1,00,000",7 or more,No,Neither,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",4,3,4,4,5,4,4,3,3,No,533.0,Rs 501-600,3.8,3-5 kg,620.0,"Rs 500-1,500",,Maybe
R0492,Convenience_Family,41,35-44,Prefer not to say,LB Nagar,Self-employed / Business owner,66300.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",3,4,4,4,5,5,4,4,3,No,499.0,Rs 401-500,6.5,6-10 kg,1890.0,"Rs 1,501-3,000",Maybe,Maybe
R0493,Convenience_Family,29,25-34,Male,Banjara Hills,Salaried / Employed,100900.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,Traveler_Student,No,No,,Never,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",4,3,3,4,5,4,2,4,4,Yes,800.0,Above Rs 600,3.0,3-5 kg,100.0,Below Rs 500,Yes,Maybe
R0494,Traveler_Budget,30,25-34,Male,Begumpet,Self-employed / Business owner,42900.0,"Below Rs 50,000",3-4,Yes,Neither,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,"Sealed pouches (lightweight, compact)",3,3,4,3,4,3,4,4,3,No,239.0,Below Rs 300,12.1,More than 10 kg,1380.0,"Rs 500-1,500",Maybe,No
